id,paragraph,problems,question_plus,test,len
yongari_generate_28516,"박근혜 캠프의 국민대통합위원장인 김종인은 1993년 동화은행에서 2억여 원을 뇌물로 받아서 의원직을 상실하고 2년 징역을 산 일이 있다는 점이 논란이 되었다. 한광옥은 나라종금으로부터 퇴출 무마 청탁과 함께 금품을 수수한 혐의로 2005년 유죄 판결을 받았다. 이러한 비리인사 영입은 당 안팎으로부터 반발을 불러 일으켰다. 전여옥은 2011년 영입 당시 김종인의 비리 전력을 지적하며 비판했고, 안대희는 2012년 10월 8일 한광옥이 국민대통합위원장에 임명될 경우 자신이 맡고 있는 정치쇄신위원장직을 사퇴하겠다는 기자 회견을 했다. 중앙일보의 김진 논설위원은 칼럼을 통하여 재벌과 은행의 투명경영을 유도해야 할 청와대 경제수석의 자리에 있으면서 오히려 그들로부터 뇌물을 받은 것은 중대한 일이라면서, 그런 김종인을 공동선대위원장에 임명한 것은 ""국민을 무시하는 것""이라고 비판하고, ""이게 박근혜의 원칙인가""라고 물었다.","{'question': '박근혜 캠프에서 비판받은 인물들이 캠프에 영입된 이유에 대한 논란의 핵심은 무엇인가?', 'choices': ['이들의 과거 범죄 기록과 청렴성 문제', '이들의 전문성과 경험', '이들이 당에 가입한 시기', '이들의 정치적 영향력과 지지 기반'], 'answer': 1}",,"{'question': '박근혜 캠프에서 비판받은 인물들이 캠프에 영입된 이유에 대한 논란의 핵심은 무엇인가?', 'choices': ['이들의 과거 범죄 기록과 청렴성 문제', '이들의 전문성과 경험', '이들이 당에 가입한 시기', '이들의 정치적 영향력과 지지 기반'], 'answer': 1}",1
yongari_generate_99995,"하부 캄브리아기 지층에서 삼엽충이 처음 출현한 직후에 삼엽충은 급격히 다양화해서 레드리키다, 프티코파리다, 아그노스티다 그리고 코리넥소키다 등 캄브리아기를 특징짓는 주요 목들이 생겨났다. 삼엽충 화석 기록의 첫 주요 위기는 캄브리아기 중기에 있었다. 여기에서 살아남은 삼엽충 목들은 머리와 꼬리 크기가 비슷하거나, 꼬리가 더 큰 형태를 가지고 있었으며 외골격에 더 두꺼운 큐티클 층을 가지고 있어 포식자로부터 몸을 더 잘 보호할 수 있었다 (가슴 항목을 볼 것). 캄브리아기 말의 대량멸종 사건으로 삼엽충 동물군에는 큰 변화가 찾아 왔다. 거의 모든 레드리키다목(올레넬로이드를 포함하여)과 대부분의 캄브리아기 후기 삼엽충들이 멸종했다. 멸종과 같은 시기에 로렌시아의 대륙붕 지역에서 삼엽충의 전반적인 쇠퇴가 계속된 것을 보면 환경에 급격한 변화가 있었던 것으로 보인다.","{'question': '하부 캄브리아기 삼엽충의 다양화와 환경 변화에 대한 설명으로 옳은 것은?', 'choices': ['캄브리아기 말에 삼엽충은 급격한 증가를 보였다.', '중기 캄브리아기에 두꺼운 큐티클을 가진 삼엽충이 포식자로부터 보호받았다.', '전반적인 삼엽충의 쇠퇴는 환경 변화와 무관하다.', '캄브리아기 말 대량 멸종은 삼엽충에게 영향을 주지 않았다.'], 'answer': 2}",,"{'question': '하부 캄브리아기 삼엽충의 다양화와 환경 변화에 대한 설명으로 옳은 것은?', 'choices': ['캄브리아기 말에 삼엽충은 급격한 증가를 보였다.', '중기 캄브리아기에 두꺼운 큐티클을 가진 삼엽충이 포식자로부터 보호받았다.', '전반적인 삼엽충의 쇠퇴는 환경 변화와 무관하다.', '캄브리아기 말 대량 멸종은 삼엽충에게 영향을 주지 않았다.'], 'answer': 2}",1
yongari_generate_85554,"질량수가 237부터 256까지인 캘리포늄 동위 원소는 핵 반응기에서 만들어진다. 캘리포늄-253은 β-방사를 하는 동위 원소이고 나머지는 α-방사를 하는 동위 원소이다. 질량수가 짝수인 동위 원소 (Cf, Cf and Cf)는 자발 핵분열을 할 확률이 높다. 특히 Cf는 자발 핵분열할 확률이 99.7%이다. 캘리포늄-249는 그나마 긴 반감기 (352년)을 가지고 있고, 낮은 자발 핵분열 확률과 강한 γ-방사를 하여 인식을 가능하게 한다. Cf는 핵 반응기에서 많이 만들어지지 않는다. 왜냐하면 붕괴되기 전 Bk의 느린 β-붕괴와 중성자와 상호 작용을 할 때의 큰 단면적 때문에 만들기가 쉽지 않다. 그러나 Bk의 β-붕괴의 산물로 인해 순수한 동위 원소로 축적된다. 캘리포늄은 플루토늄의 반응기 조사에 의해 만들어진다. 이것은 주로 Cf과 Cf가 존재하는데, 후에 큰 중성자의 영향으로 점점 뚜렷해지고, 이것의 특징은 강한 중성자선에 의해 반응이 저해된다.","{'question': '캘리포늄-249의 특징에 관한 설명으로 옳은 것은?', 'choices': ['자발 핵분열할 확률이 가장 높다', '강한 γ-방사를 하여 인식이 가능하다', '반감기가 매우 짧다', '가장 많이 생성되는 동위 원소이다'], 'answer': 2}",,"{'question': '캘리포늄-249의 특징에 관한 설명으로 옳은 것은?', 'choices': ['자발 핵분열할 확률이 가장 높다', '강한 γ-방사를 하여 인식이 가능하다', '반감기가 매우 짧다', '가장 많이 생성되는 동위 원소이다'], 'answer': 2}",1
yongari_generate_69477,"사회당은 사회민주주의 정당으로 사회주의 인터내셔널에 가맹하고 이었지만, 사민주의는 좌파를 중심으로 ‘자본주의 체제를 인정한 개량주의에 지나지 않는다’고 매우 적대시 되었다. 좌파는 체제의 개혁이 아닌, 자본주의 체제 자체를 타도하려는 혁명을 지향하고 있었으며, 사민주의로의 전환은 자본주의에의 패배로 간주되었던 것이다. 이것은 극우파가 민사당으로 떠나 좌파의 힘이 강해진 때문이기도 하고, 당내의 우파가 적극적으로 사민주의를 주장할 수 없게 된 원인이 되었다. 그 결과 일본사회당은 사회주의 인터내셔널에 가맹한 정당이면서, 소련이나 중국 등의 제2세계 국가와 친근함을 나타내는 특이한 강령을 가진 정당이 되었다. 사회당 간부는 소련이나 중국에는 우호 방문을 반복하는 한편, 미국에 대해서는 베트남 전쟁에 항의하거나 사죄하라고 대사관을 통해서만 전달하는 등의 편향적인 대외 교류정책을 취해 사실상 중립정책을 폐기하고 있었다. 또한 사회주의 인터내셔널은 미국의 베트남 전쟁을 지지했기 때문에, 사회당은 어느 기간은 회비를 납부하지 않기도 했다고 한다. 하지만 탈퇴는 하지 않았다.","{'question': '사회당이 사회주의 인터내셔널의 회비를 일시 중단한 이유는 무엇인가?', 'choices': ['소련과의 친근한 관계 유지를 위해', '미국의 베트남 전쟁 지지에 대한 항의로', '중립 정책을 유지하기 위해서', '사회주의 인터내셔널의 정책에 동의하지 않아서', '당 내부의 금융 문제로 인해'], 'answer': 2}",,"{'question': '사회당이 사회주의 인터내셔널의 회비를 일시 중단한 이유는 무엇인가?', 'choices': ['소련과의 친근한 관계 유지를 위해', '미국의 베트남 전쟁 지지에 대한 항의로', '중립 정책을 유지하기 위해서', '사회주의 인터내셔널의 정책에 동의하지 않아서', '당 내부의 금융 문제로 인해'], 'answer': 2}",1
yongari_generate_80322,"‘Charles Harding Firth’(Dictionary of National Biography에서 글을 쓰는 이)은 존 릴번의 정치적인 분야에서의 중요성은 설명하기 쉽다고 여겼다. 왕과 의회의 각각의 권리를 주장하는 이들이 만연했던 혁명에서 그는 항상 사람들의 권리를 주 목적으로 삼았다. 그의 거침없는 용기와 그의 연설의 힘은 사람들의 우상이 되게 해주었다. 코크의 ‘institute'를 그의 손에 낀 채로, 그는 어느 법원이라도 이의를 흔쾌히 할 수 있었다. 그는 무슨 일이 있더라도 그 스스로 학대나 남용에 대해 공격할 준비가 돼있었으나, 그의 열정적인 ’에고티즘’(egotism-자기중심주의, 자애주의)은 그를 위험한 투사(鬪士)로 만들었고, 그는 개인적 분함을 위해 공중을 계속해서 희생시켰다. 릴번이 불행이나 억압으로 인해 발생한 이들에게 진실된 동정이 있었다는 사실을 부정하는 것은 옳지 않을 것이다; 그가 스스로 망명했을 때에도 그는 전쟁의 영국 수감자들의 고통에 관여했고, 그들을 풀어주기 위해 그의 남은 영향력을 사용하기도 했다. 릴번과 관련된 논란에서 그는 그에게 보복을 하더라도 만족을 못하는 성격이라고 하기도 한다.","{'question': '존 릴번이 정치적인 분야에서 투쟁한 이유는 무엇인가요?', 'choices': ['권리 주장의 갈등 해결을 원했기 때문에', '사람들의 권리를 주 목적으로 삼았기 때문에', '개인적인 분함을 해결하기 위해', '전쟁 수감자들의 고통을 완화하기 위해'], 'answer': 2}",,"{'question': '존 릴번이 정치적인 분야에서 투쟁한 이유는 무엇인가요?', 'choices': ['권리 주장의 갈등 해결을 원했기 때문에', '사람들의 권리를 주 목적으로 삼았기 때문에', '개인적인 분함을 해결하기 위해', '전쟁 수감자들의 고통을 완화하기 위해'], 'answer': 2}",1
yongari_generate_10701,한편 조비 시대에는 법률의 가혹함으로 백성들의 원성이 컸다고 한다. 백성들을 계속 이주시켜 그들 사이에서는 불만이 있었다. 농민들을 강제 이주시키는 것은 예사였으며 척박한 자신의 고향을 백성들을 이주시켜 강제로 개간하려 하자 노육은 이를 반대했다. 그러자 조비는 그 의견에는 따랐지만 노육을 원망하여 좌천시킨다. 또 백성의 딸이나 심지어는 유부녀까지 뺏아서 병사들의 아내로 주기도 했다. 이것은 원래 조조 때부터 있었던 제도이지만 조비 대에는 일반 여성을 강제로 다른 남자에게 결혼시키는 지방 관리들이 많아 백성들의 울음이 그치지 않았다고 한다. 이처럼 민심을 잃었기 때문에 위가 망한 이후 육조 시대 때 이미 각종 야사나 민담에는 조비를 비판하는 내용이 범람하게 된다.,"{'question': '조비 시대에 백성들 사이에서 원성이 컸던 이유는 무엇인가?', 'choices': ['법률의 가혹함 때문에', '백성들을 강제로 이주시켜서', '농민들을 강제로 개간하게 했기 때문에', '여성들을 강제로 병사들의 아내로 주어서', '무분별한 세금 부과로 인해'], 'answer': 2}",,"{'question': '조비 시대에 백성들 사이에서 원성이 컸던 이유는 무엇인가?', 'choices': ['법률의 가혹함 때문에', '백성들을 강제로 이주시켜서', '농민들을 강제로 개간하게 했기 때문에', '여성들을 강제로 병사들의 아내로 주어서', '무분별한 세금 부과로 인해'], 'answer': 2}",1
yongari_generate_65361,한 엔드에 라스트 락 혹은 라스트 스톤 이점을 갖는 걸 해머라고 부른다.대개는 경기에 앞서 (코인 던지와 같이) 요행이나 버튼 드로우 경합을 통해 어떤 팀이 첫 엔드 해머를 갖게 될지 결정한다. 각 팀의 대표가 동심원 중앙에 가까이 붙이는 샷을 해서 각팀의 승패 기록을 비교하는 버튼 드로우 경합은 특히 동계 올림픽 같은 토너먼트 경기에서 이뤄진다. 두 번째 엔드 이후로는 이전 엔드에서 득점을 내지 못한 팀에게 해머가 넘어간다. 어떤 팀도 득점하지 못하는 경우 해머는 계속 같은 팀이 보유한다. 당연히 해머를 가진 팀이 안 가진 팀보다 다득점하기 쉽다. 해머를 가진 팀은 보통 2점 이상의 득점을 시도한다. 해머를 가진 팀의 스킵은 일 득점만 가능한 경우 다음 엔드에서도 해머를 유지하기 위해 전혀 득점을 하지 않는다. 이를 브랭크 엔드라고 부른다. 해머를 갖지 않고도 득점하는 것을 일컬어 보통 스틸링 또는 스틸이라고 하며 훨씬 난이도가 높다.,"{'question': '컬링 게임에서 ""해머""의 개념에 대한 설명으로 옳은 것은?', 'choices': ['첫 번째 엔드에서 동점일 경우 다음 엔드에서 해머가 넘어간다.', '각 팀의 대표가 동점을 위해 투구하는 것을 통해 해머 소유 팀을 결정한다.', '동심원 중앙에 가까이 붙이는 샷을 통해 버튼 드로우 경합을 통해 해머 소유 팀이 정해진다.', '팀이 득점을 하면 항상 해머는 다른 팀에 넘어간다.', '해머 팀은 일반적으로 높은 득점을 시도하며 득점하지 않을 경우 해머는 그대로 유지된다.'], 'answer': 3}",,"{'question': '컬링 게임에서 ""해머""의 개념에 대한 설명으로 옳은 것은?', 'choices': ['첫 번째 엔드에서 동점일 경우 다음 엔드에서 해머가 넘어간다.', '각 팀의 대표가 동점을 위해 투구하는 것을 통해 해머 소유 팀을 결정한다.', '동심원 중앙에 가까이 붙이는 샷을 통해 버튼 드로우 경합을 통해 해머 소유 팀이 정해진다.', '팀이 득점을 하면 항상 해머는 다른 팀에 넘어간다.', '해머 팀은 일반적으로 높은 득점을 시도하며 득점하지 않을 경우 해머는 그대로 유지된다.'], 'answer': 3}",1
yongari_generate_41142,"썰물 때 물을 빼는 수문 8개를 짓는 한편, 그 옆에는 지름 7.5m, 무게 800t의 수차 10기를 지니는 15층 높이의 발전소를 지었다. 수차의 주요설비설계와 제작 일부는 오스트리아의 안드리츠 AG사가 맡았다. 모든 설비는 외부에서 제작·조립하여 대형 크레인을 통해 운반·설치하였다. 발전 설비의 하중을 지지하는 수차발전기 지지대 안에, 수차 날개의 회전력을 회전자로 전달하는 수차축을 넣는다. 그다음 수차축과 연결돼 돌아가는 회전자를 연결하고 주변에 고정자를 두어, 회전 시 회전자의 N극·S극에서 자력이 발생하도록 만든다. 물의 양을 조절하여 수차의 회전량을 일정하게 하는 유량조절장치를 수차 날개 바로 앞에 설치한다. 수차는 지름 14m의 가로축 카플란수차로, 바람개비 모양 회전체 날개의 길이는 7.5m이다. 기존의 수차발전기들이 일반 탄소강 재질만을 사용해 물이 닿으면 녹스는 취약점이 있어, 이를 방지하고자 수차의 해수접촉 부분은 녹이 슬지 않는 스테인리스강 처리하였고, 이외의 탄소강 부분은 전선으로 연결된 마그네슘이 대신 부식되게 하는 전기 방식법을 적용하였다. 친환경 공법도 적용하였다. 바다 생물의 수차 이동 시 피해 최소화를 위해 3개로 날개를 최소화했다. 사용된 냉각수를 재활용해 방류를 줄이는 폐쇄회로 방식을 적용하였다. 생화학적 분해 가능 기름을 베어링 윤활유와 유압 작동유에 적용하였다. 2005년 발효된 교토 의정서에 부합하기 위해 2006년부터 유엔기후변화협약에 청정개발체제로 등록하여 시공해 탄소배출권을 획득하게 되었다. 이로써 얻게 된 부수입은 연 70~80억 원가량이다. 2011년 8월 3일 완공하여 가동을 시작하였다.","{'question': '2011년 완공된 이 발전소의 친환경적 특징 중 틀린 것을 고르시오.', 'choices': ['녹이 슬지 않는 스테인리스강을 사용하여 해수 접촉 부분을 처리함', '발전기 내부의 회전극에 자력을 발생시켜 전력을 생산함', '바다 생물의 이동에 영향을 최소화하기 위해 수차 날개를 3개로 제작', '냉각수를 재활용하여 방류량을 줄이는 폐쇄회로 방식을 적용함', '모든 탄소강 부분을 스테인리스강으로 처리하여 부식 방지'], 'answer': 5}",,"{'question': '2011년 완공된 이 발전소의 친환경적 특징 중 틀린 것을 고르시오.', 'choices': ['녹이 슬지 않는 스테인리스강을 사용하여 해수 접촉 부분을 처리함', '발전기 내부의 회전극에 자력을 발생시켜 전력을 생산함', '바다 생물의 이동에 영향을 최소화하기 위해 수차 날개를 3개로 제작', '냉각수를 재활용하여 방류량을 줄이는 폐쇄회로 방식을 적용함', '모든 탄소강 부분을 스테인리스강으로 처리하여 부식 방지'], 'answer': 5}",1
yongari_generate_62057,"대한민국 정부는 북한군이 한강을 넘어서 진격할 것을 우려해 6월 28일 새벽 2시 30분경 아무런 예고도 없이 한강에 단 하나뿐인 다리였던 한강철교를 폭파하였다. 이 폭파로 50대 이상의 차량이 물에 빠지고 최소한 500명이 폭사하였다. 한강 철교의 폭파로 국민들은 오도가도 못하게 되었다. 지금까지도 정부의 이 같은 실책은 비판을 받고 있다. 당시의 전황으로 볼 때 6~8시간의 여유가 있었음에도 불구하고 조기 폭파로 인명 살상은 물론 병력과 물자 수송에 막대한 타격을 입혔다는 비판이 대두되자, 이승만 정권은 나중에(8월 28일) 당시 폭파 책임을 맡았던 공병감인 대령 최창식을 '적전비행죄'로 체포해 9월 21일 사형을 집행했다. 최창식은 12년 만에 재심을 거쳐 1962년 무죄 판정을 받아 사후 복권되었다. 한강 철교의 폭파는 신성모국방장관이 지시했지만, 총리 이범석이 건의하였다는 주장도 있다. 한강 철교의 폭파로 국민들은 오도가도 못하게 되었고 조선인민군은 서울을 넘어 부산, 포항과 경상도 동해안, 대구, 울산, 경주, 영천과 그 이남을 제외한 모든 지역을 점령하게 되었다.","{'question': '한강 철교 폭파 이후 이승만 정권에 의해 누구에게 책임이 전가되었으며, 이후 어떤 결과가 나타났는가?', 'choices': ['대령 최창식이 적전비행죄로 사형을 집행받았으나 나중에 무죄 판정을 받아 사후 복권되었다.', '신성모 국방장관이 책임을 지고 사임했다.', '이범석 총리가 모든 책임을 지고 사임하였다.', '공병부대의 지휘관 전체가 징계를 받았다.'], 'answer': 1}",,"{'question': '한강 철교 폭파 이후 이승만 정권에 의해 누구에게 책임이 전가되었으며, 이후 어떤 결과가 나타났는가?', 'choices': ['대령 최창식이 적전비행죄로 사형을 집행받았으나 나중에 무죄 판정을 받아 사후 복권되었다.', '신성모 국방장관이 책임을 지고 사임했다.', '이범석 총리가 모든 책임을 지고 사임하였다.', '공병부대의 지휘관 전체가 징계를 받았다.'], 'answer': 1}",1
yongari_generate_88227,"초저녁이 되자 여장한 토르와 로키가 스륌과 하객으로 온 여러 요트나르를 만난다. 토르는 맹렬하게 먹고 마셔서 스륌의 짐승들을 몽땅 잡아먹고 봉밀주 세 통을 모두 비운다. 스륌은 이것이 자기가 생각하던 프레이야의 모습과 다르다고 생각한다. 그러자 스륌의 앞에 앉은 로키가 “빈틈없는 아가씨”처럼 말하길, ""프레이야""가 너무나도 여기 오고 싶어해서 아무 것도 먹지 않은 채 8일 밤낮을 달려와서 그렇다고 둘러댄다. 그러자 스륌은 ""프레이야""에게 키스하려고 면사포를 들어올린다. 그런데 불처럼 타오르는 무시무시한 두 눈이 살기를 띄고 있자 식겁한다. 로키는 ""프레이야""가 너무나도 여기 오고 싶어서 8일 밤낮 동안 잠을 한 숨도 못 자서 그렇다고 둘러댄다.","{'question': '스륌이 두려움을 느낀 이유는 무엇인가?', 'choices': ['로키가 도전적인 말을 했기 때문', '프레이야(토르)의 눈빛이 무서웠기 때문', '프레이야가 갑자기 사라졌기 때문', '프레이야가 과하게 음식을 섭취했기 때문', '프레이야(토르)가 면사포를 벗었기 때문'], 'answer': 2}",,"{'question': '스륌이 두려움을 느낀 이유는 무엇인가?', 'choices': ['로키가 도전적인 말을 했기 때문', '프레이야(토르)의 눈빛이 무서웠기 때문', '프레이야가 갑자기 사라졌기 때문', '프레이야가 과하게 음식을 섭취했기 때문', '프레이야(토르)가 면사포를 벗었기 때문'], 'answer': 2}",1
yongari_generate_60503,"대차는 일본에서 이미 많은 수가 사용되고 있는 링크암 방식 경량 볼스터리스 대차 KH-221을 사용하고 있다. 150km/h 준고속 성능을 확보하기 위해 제동장치는 차륜디스크 방식을 채택하고 있으며 요댐퍼를 설치하였다. 집전장치는 8200호대 전기 기관차와 동일한 싱글암 팬터그래프를 사용하며 제어기기는 히타치사의 IGBT소자를 사용하는 2레벨 컨버터/인버터를 사용해 제어기기 2개의 전동기를 제어하는 1C2M방식을 채택하고 있고 완전 전기제동이 가능하다. 제동장치는 유진기공, 보조전원장치는 우진산전, 공조기기는 남지공조가 공급하였고 열차정보제어장치에는 우진산전의 TCMS를 채용하여 운전실에는 원핸들 마스콘을 채택하고 있다.","{'question': 'KH-221 볼스터리스 대차의 기술적 특징에 대한 설명으로 옳은 것을 고르시오.', 'choices': ['차륜디스크 방식의 제동장치를 사용한다', '집전장치에 다중암 팬터그래프를 사용한다', '제어기기로 무속도 컨버터를 사용한다', '제동장치에 기계식 제동을 사용한다', '공조기기는 외국산 기기를 사용한다'], 'answer': 1}",,"{'question': 'KH-221 볼스터리스 대차의 기술적 특징에 대한 설명으로 옳은 것을 고르시오.', 'choices': ['차륜디스크 방식의 제동장치를 사용한다', '집전장치에 다중암 팬터그래프를 사용한다', '제어기기로 무속도 컨버터를 사용한다', '제동장치에 기계식 제동을 사용한다', '공조기기는 외국산 기기를 사용한다'], 'answer': 1}",1
yongari_generate_59788,"고닌(弘仁) 14년(823년) 오토모 씨는 준나 천황(淳和天皇)의 휘(오토모大伴)를 피해, 천황이 즉위하자마자 도모(伴)로 씨를 고쳤다. 조와(承和) 9년(842년)에 발생한 조와의 변에서 도모노 다케즈미(伴健岑)가 주모자로써 유배당하고 후지와라 씨(藤原氏)의 타 씨족 배척으로 도모 씨 또한 타격을 입지만, 실제로 5위 이상의 일족 일원으로 연좌된 사람은 없었다. 그 뒤 구니미치의 아들인 도모노 요시오(伴善男)가 닌묘 천황(仁明天皇)에게 중용되면서 대납언이 되고 두각을 드러내는데, 세이와(清和) 때인 조간(貞観) 6년(864년) 다비토 이래 130년만에 대납언이 나온 것이었다. 그러나 조간 8년(866년) 발생한 응천문의 변에서 요시오 ・ 나카쓰네(中庸) 부자가 사건의 주모자로 몰려 그 친족 대다수가 유배형에 처해졌다. 이후 도모 씨에서는 구교가 나오지 못한다.","{'question': '조와의 변에서 오토모 씨와 관계가 변경된 가문은 무엇인가?', 'choices': ['후지와라 씨', '도모 씨', '구니미치 씨', '나카쓰네 씨'], 'answer': 2}",,"{'question': '조와의 변에서 오토모 씨와 관계가 변경된 가문은 무엇인가?', 'choices': ['후지와라 씨', '도모 씨', '구니미치 씨', '나카쓰네 씨'], 'answer': 2}",1
yongari_generate_89346,"조각 과정에서 낙마 사례도 빈번히 일어났다. 법무부와 고용부 장관에는 처음에 안경환, 조대엽을 지명했지만 각종 논란으로 인해 사퇴해야 했다. 법률 제14804호 「정부조직법」 일부개정법률이 국회 의결을 받으면서 7월 26일 중소벤처기업부가 신설되었지만 초대 장관으로 지명된 박성진이 낙마한 뒤 10월 23일에서야 홍종학을 지명하는 해프닝도 일어났다. 기존에 내세웠던 여성 장관 30% 공약도 아쉬운 성공을 거두었다. 18개 장관직 중에서 여성 출신은 다섯 명인데, 비율로 따지면 약 28%가 되기 때문이다. 다만, 여성 출신 장관은 관행적으로 여가부나 환경부 정도에 머물렀던 것에 비해서 외교부나 국토부처럼 오랫동안 남성의 전유물처럼 여긴 자리에 헌정 사상 최초로 여성 출신이 임명되었다는 의미는 크다.","{'question': '조각 과정에서 임명된 여성 장관의 비율과 관련된 주요 내용으로 잘못된 것은 무엇인가?', 'choices': ['기존에 내세운 30% 여성 장관 공약을 완벽히 달성했다.', '여성 장관은 주로 여가부나 환경부와 같은 부서에서 임명되었다.', '첫 여성 장관이 외교부나 국토부와 같은 주요 부서에 임명된 경우도 있었다.', '총 18명 중에서 여성 장관은 다섯 명으로, 비율은 약 28%였다.'], 'answer': 1}",,"{'question': '조각 과정에서 임명된 여성 장관의 비율과 관련된 주요 내용으로 잘못된 것은 무엇인가?', 'choices': ['기존에 내세운 30% 여성 장관 공약을 완벽히 달성했다.', '여성 장관은 주로 여가부나 환경부와 같은 부서에서 임명되었다.', '첫 여성 장관이 외교부나 국토부와 같은 주요 부서에 임명된 경우도 있었다.', '총 18명 중에서 여성 장관은 다섯 명으로, 비율은 약 28%였다.'], 'answer': 1}",1
yongari_generate_26602,"2011년 4월 21일부터 3주마다 1곡씩 선공개를 하는 전략 아래 박봄은 2011년 4월 21일 ""DON`T CRY""를 발매하며 2NE1의 새로운 미니 앨범 발매를 알렸고, ""DON`T CRY""는 가온 디지털 차트 2주 연속 1위에 오르며 큰 인기를 얻었다. 같은 해 5월 12일 미니 앨범의 첫 싱글 ""Lonely""를 발매했고 가온 디지털 차트 1위에 올랐다. ""Lonely""는 원래 방송 활동을 할 예정이 없었던 곡이었지만, 많은 인기를 얻어 2011년 5월 29일 SBS 《인기가요》에서 한 번만 공연을 했고 뮤티즌송을 수상했다. ""Lonely""의 뮤직비디오는 세계적으로 관심을 받으며 유튜브에서 조회수 1000만 건을 넘어 상반기 동안 대한민국 유튜브에서 가장 많이 본 동영상으로 뽑혔다. 두 번째 싱글 〈내가 제일 잘 나가〉역시 가온 차트에서 1위를 차지하며 2번 연속 1위에 올랐다. 2011년 7월 21일에는 미니 앨범의 수록곡들이 공개되었고, 이에 앞서 ""Hate You""를 세 번째 싱글로 발매해 다수 음원차트에서 실시간 1위에 올랐고 가온 디지털 차트에서는 3위에 올랐다. 타이틀 곡인 ""UGLY""는 5위로 데뷔 했으며, 이후 2011년 8월 둘째주 차트에서 1위에 올랐다. 이로써 2NE1은 총 6곡이 담긴 한 앨범에서 5곡의 수록곡들을 모두 1위에 올려놓는 기록을 세우게 되었다(""Don't Cry"", ""Lonely"", 〈내가 제일 잘 나가〉, ""Hate You"", ""UGLY""). 2011년 7월 28일 발매된 두 번째 미니 앨범 2NE1 2nd Mini Album은 발매 첫 주 가온 앨범 차트 1위에 올랐다. 또한 2NE1의 두 번째 미니 앨범은 미국에 공식 발매를 하기도 전에 빌보드 월드 앨범 차트 4위, 히트시커스 앨범 차트 34위에 올랐다. 2011년 8월 26일과 28일에 걸쳐서는 대한민국 올림픽공원에서 첫 단독 콘서트 NOLZA를 성황리에 마쳤다.","{'question': '2011년 2NE1이 달성한 음악적 성과에 대한 설명으로 옳은 것은?', 'choices': ['미니 앨범에서 모든 곡이 가온 디지털 차트 1위를 기록하였다.', '두 번째 미니 앨범은 빌보드 월드 앨범 차트에서 1위에 올랐다.', '타이틀 곡 ""UGLY""는 발매 직후 1위를 차지하였다.', '2NE1은 한 앨범에서 5곡을 가온 차트 1위에 올렸다.', '콘서트 NOLZA는 올림픽공원에서 열렸고, 미국에서도 큰 인기를 끌었다.'], 'answer': 4}",,"{'question': '2011년 2NE1이 달성한 음악적 성과에 대한 설명으로 옳은 것은?', 'choices': ['미니 앨범에서 모든 곡이 가온 디지털 차트 1위를 기록하였다.', '두 번째 미니 앨범은 빌보드 월드 앨범 차트에서 1위에 올랐다.', '타이틀 곡 ""UGLY""는 발매 직후 1위를 차지하였다.', '2NE1은 한 앨범에서 5곡을 가온 차트 1위에 올렸다.', '콘서트 NOLZA는 올림픽공원에서 열렸고, 미국에서도 큰 인기를 끌었다.'], 'answer': 4}",1
yongari_generate_23334,"최민정은 6세 때 처음 스케이트를 탔다. 가족들과 함께 한 겨울 방학 캠프에서 빙판 위를 누볐다. 본격적으로 선수의 길을 걸은 시점은 초등학교 3학년 때다. 개인 코치를 따라 서울혜화초등학교에서 성남시의 분당초등학교로 전학을 갔다. 즐겁게 스케이트를 탔던 그는 서현중 2학년 때 본격적인 목표 의식을 갖고 스케이트에 임하게 된다. 그 후 시니어 데뷔 무대였던 2015년 3월 러시아 모스크바 세계 쇼트트랙 선수권 대회에서 1500m에서 동메달, 500m에서 4위, 1000m와 3000m 슈퍼파이널에서 각각 금메달을 획득하며 개인 종합 우승을 차지하였다. 3000m 계주에서도 금메달을 획득하며 종합우승으로 이름을 알렸다. 이듬해인 2016년에도 세계선수권대회 2연패를 달성하며 승승장구한다. 대한민국에서는 심석희와 함께 올림픽 기대주로 평가받았다. 2017년 2월 그는 자신이 자라온 성남시의 성남시청 빙상단에 2년 계약으로 입단한다. 연세대학교에도 입학할 예정이지만 운동은 성남시청 빙상단에서 하기로 한 것이다. 그리고 같은 달 열린 2017년 동계 아시안 게임에서 그녀는 1,500m에서 금메달, 3,000m 계주에서 금메달, 1,000m에서 은메달을 획득한다.","{'question': '최민정 선수의 경력 중 대한민국에서 국제 대회에서의 성과로 인해 올림픽 기대주로 평가받게 된 계기는 무엇인가?', 'choices': ['2015년 세계 쇼트트랙 선수권 대회에서의 종합 우승', '2017년 동계 아시안 게임에서의 금메달 2개 획득', '2016년 세계선수권대회 2연패 달성', '성남시청 빙상단 입단'], 'answer': 1}",,"{'question': '최민정 선수의 경력 중 대한민국에서 국제 대회에서의 성과로 인해 올림픽 기대주로 평가받게 된 계기는 무엇인가?', 'choices': ['2015년 세계 쇼트트랙 선수권 대회에서의 종합 우승', '2017년 동계 아시안 게임에서의 금메달 2개 획득', '2016년 세계선수권대회 2연패 달성', '성남시청 빙상단 입단'], 'answer': 1}",1
